,basisofrecord,class,countrycode,day,decimallatitude,decimallongitude,eventdate,family,gbifid,genus,individualcount,issue,kingdom,month,occurrencestatus,order,phylum,species,year
381390,HUMAN_OBSERVATION,Aves,US,16.0,41.963383,-87.63442,2021-05-16 00:00:00 UTC,Anatidae,3522056536,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4912107,HUMAN_OBSERVATION,Aves,NZ,11.0,-45.847874,170.49794,2021-06-11 00:00:00 UTC,Anatidae,3678705121,Anas,50.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,6.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2319704,HUMAN_OBSERVATION,Aves,US,13.0,32.573364,-117.12549,2021-05-13 00:00:00 UTC,Anatidae,3624908091,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7831712,HUMAN_OBSERVATION,Aves,CA,17.0,53.44341,-112.53756,2021-09-17 00:00:00 UTC,Anatidae,3641521020,Anas,30.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8157103,HUMAN_OBSERVATION,Aves,NL,27.0,52.45,4.65,2021-12-27 00:00:00 UTC,Anatidae,3723557161,Anas,5.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7135554,HUMAN_OBSERVATION,Aves,GB,9.0,54.01678,-0.969387,2021-08-09 00:00:00 UTC,Anatidae,3636524969,Anas,23.0,COORDINATE_ROUNDED,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8051673,HUMAN_OBSERVATION,Aves,GB,14.0,52.884377,-1.25257,2021-07-14 00:00:00 UTC,Anatidae,3552024885,Anas,18.0,COORDINATE_ROUNDED,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5363685,HUMAN_OBSERVATION,Aves,PT,26.0,38.661354,-8.999498,2021-05-26 00:00:00 UTC,Anatidae,3610913712,Anas,20.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8380830,HUMAN_OBSERVATION,Aves,US,12.0,42.580402,-70.66462,2021-11-12 00:00:00 UTC,Anatidae,3648525637,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4270921,HUMAN_OBSERVATION,Aves,US,17.0,42.68962,-85.41361,2021-01-17 00:00:00 UTC,Anatidae,3507913427,Anas,38.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3574371,HUMAN_OBSERVATION,Aves,CA,10.0,44.22381,-76.48486,2021-01-10 00:00:00 UTC,Anatidae,3562825197,Anas,87.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3995337,HUMAN_OBSERVATION,Aves,NL,2.0,52.25,5.7,2022-07-02 00:00:00 UTC,Anatidae,3904620233,Anas,7.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
3610488,HUMAN_OBSERVATION,Aves,US,18.0,41.957596,-87.69611,2021-10-18 00:00:00 UTC,Anatidae,3581048661,Anas,8.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2369668,HUMAN_OBSERVATION,Aves,NL,26.0,51.95,6.25,2022-08-26 00:00:00 UTC,Anatidae,3907181639,Anas,2.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
6330877,HUMAN_OBSERVATION,Aves,US,18.0,42.08163,-76.30837,2021-01-18 00:00:00 UTC,Anatidae,3664265821,Anas,15.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1265451,HUMAN_OBSERVATION,Aves,US,13.0,42.247543,-83.61201,2021-02-13 00:00:00 UTC,Anatidae,3613477219,Anas,100.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
598746,HUMAN_OBSERVATION,Aves,PT,24.0,39.41854,-8.449902,2021-04-24 00:00:00 UTC,Anatidae,3566891344,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5760543,HUMAN_OBSERVATION,Aves,US,29.0,33.98045,-84.37998,2021-10-29 00:00:00 UTC,Anatidae,3581463809,Anas,90.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6363606,HUMAN_OBSERVATION,Aves,US,14.0,41.98039,-87.74127,2021-05-14 00:00:00 UTC,Anatidae,3623328076,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4194692,HUMAN_OBSERVATION,Aves,US,18.0,38.91332,-76.94434,2021-07-18 00:00:00 UTC,Anatidae,3631212089,Anas,5.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7930108,HUMAN_OBSERVATION,Aves,US,26.0,42.54132,-73.60445,2021-08-26 00:00:00 UTC,Anatidae,3608578755,Anas,9.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1183385,HUMAN_OBSERVATION,Aves,US,13.0,41.642933,-70.84808,2021-09-13 00:00:00 UTC,Anatidae,3539144202,Anas,10.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3615256,HUMAN_OBSERVATION,Aves,US,8.0,42.384747,-87.8235,2021-10-08 00:00:00 UTC,Anatidae,3607720619,Anas,25.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1220802,HUMAN_OBSERVATION,Aves,US,25.0,47.651882,-122.36024,2021-12-25 00:00:00 UTC,Anatidae,3574003539,Anas,12.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1346387,HUMAN_OBSERVATION,Aves,US,30.0,43.0058,-85.63498,2021-04-30 00:00:00 UTC,Anatidae,3604747917,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4184892,HUMAN_OBSERVATION,Aves,NL,16.0,52.4,4.7,2022-03-16 00:00:00 UTC,Anatidae,3823337115,Anas,6.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
5398745,MACHINE_OBSERVATION,Aves,BE,25.0,51.279,3.634,2021-02-25 00:42:28 UTC,Anatidae,3898678850,Anas,1.0,COUNTRY_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6736486,HUMAN_OBSERVATION,Aves,CA,15.0,50.478035,-96.95146,2021-05-15 00:00:00 UTC,Anatidae,3675116755,Anas,6.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7590523,HUMAN_OBSERVATION,Aves,US,9.0,40.040527,-75.60218,2021-10-09 00:00:00 UTC,Anatidae,3689643036,Anas,21.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7653839,HUMAN_OBSERVATION,Aves,US,24.0,41.372135,-71.57307,2021-12-24 00:00:00 UTC,Anatidae,3657949463,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
379231,HUMAN_OBSERVATION,Aves,US,8.0,33.796967,-101.40733,2021-09-08 00:00:00 UTC,Anatidae,3655276213,Anas,6.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3766264,HUMAN_OBSERVATION,Aves,US,29.0,41.103798,-85.185974,2021-09-29 00:00:00 UTC,Anatidae,3622837691,Anas,6.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2014435,HUMAN_OBSERVATION,Aves,CA,22.0,43.302204,-79.844406,2021-07-22 00:00:00 UTC,Anatidae,3551632602,Anas,,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7838352,HUMAN_OBSERVATION,Aves,US,25.0,61.204018,-149.90529,2021-06-25 00:00:00 UTC,Anatidae,3541293919,Anas,10.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,6.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6333685,HUMAN_OBSERVATION,Aves,CA,9.0,44.31233,-78.315315,2021-01-09 00:00:00 UTC,Anatidae,3511259535,Anas,48.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7766749,HUMAN_OBSERVATION,Aves,CA,9.0,43.59106,-79.511246,2021-03-09 00:00:00 UTC,Anatidae,3589269022,Anas,10.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2483541,HUMAN_OBSERVATION,Aves,US,9.0,36.9031,-76.11989,2021-01-09 00:00:00 UTC,Anatidae,3587840712,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8123516,HUMAN_OBSERVATION,Aves,US,1.0,41.733646,-91.61857,2021-05-01 00:00:00 UTC,Anatidae,3540423570,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6390978,HUMAN_OBSERVATION,Aves,US,13.0,44.88307,-93.469185,2021-05-13 00:00:00 UTC,Anatidae,3675020150,Anas,3.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
234757,HUMAN_OBSERVATION,Aves,NO,28.0,59.896627,10.532998,2022-06-28 00:00:00 UTC,Anatidae,3846090355,Anas,30.0,COORDINATE_ROUNDED,Animalia,6.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
3102131,HUMAN_OBSERVATION,Aves,US,9.0,44.88598,-93.29155,2021-11-09 00:00:00 UTC,Anatidae,3641063086,Anas,28.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2169950,HUMAN_OBSERVATION,Aves,GB,21.0,56.01489,-2.850244,2021-04-21 00:00:00 UTC,Anatidae,3673084771,Anas,,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1210797,HUMAN_OBSERVATION,Aves,US,8.0,39.615192,-105.12282,2021-12-08 00:00:00 UTC,Anatidae,3649904833,Anas,13.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2566801,HUMAN_OBSERVATION,Aves,US,4.0,44.983997,-93.14621,2021-01-04 00:00:00 UTC,Anatidae,3504899546,Anas,10.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7672699,HUMAN_OBSERVATION,Aves,GB,22.0,51.7423,-1.247206,2021-09-22 00:00:00 UTC,Anatidae,3624757623,Anas,1.0,COORDINATE_ROUNDED,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2830052,HUMAN_OBSERVATION,Aves,US,27.0,45.460552,-94.04273,2021-08-27 00:00:00 UTC,Anatidae,3600935445,Anas,9.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2544224,HUMAN_OBSERVATION,Aves,CA,5.0,49.09334,-123.09184,2021-07-05 00:00:00 UTC,Anatidae,3577825753,Anas,,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7226896,HUMAN_OBSERVATION,Aves,US,26.0,42.272736,-122.81034,2021-03-26 00:00:00 UTC,Anatidae,3616998459,Anas,5.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3472926,HUMAN_OBSERVATION,Aves,US,7.0,43.045246,-86.1243,2021-05-07 00:00:00 UTC,Anatidae,3550383475,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4121114,HUMAN_OBSERVATION,Aves,US,1.0,35.702225,-78.72742,2021-11-01 00:00:00 UTC,Anatidae,3635920486,Anas,105.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8742968,HUMAN_OBSERVATION,Aves,NO,1.0,63.353014,10.430366,2022-02-01 00:00:00 UTC,Anatidae,3462758302,Anas,7.0,COORDINATE_ROUNDED,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
4830973,HUMAN_OBSERVATION,Aves,US,11.0,41.905247,-87.65067,2021-09-11 00:00:00 UTC,Anatidae,3528996825,Anas,27.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2573624,HUMAN_OBSERVATION,Aves,US,5.0,38.989124,-76.56671,2021-03-05 00:00:00 UTC,Anatidae,3556637691,Anas,9.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4556442,HUMAN_OBSERVATION,Aves,US,2.0,38.488766,-122.01163,2021-01-02 00:00:00 UTC,Anatidae,3528802773,Anas,3.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7519464,HUMAN_OBSERVATION,Aves,US,30.0,33.889783,-118.386245,2022-10-30 16:29:34 UTC,Anatidae,3961074367,Anas,,COORDINATE_ROUNDED,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
692945,HUMAN_OBSERVATION,Aves,US,4.0,39.416832,-77.42327,2021-04-04 00:00:00 UTC,Anatidae,3531904999,Anas,9.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7672954,HUMAN_OBSERVATION,Aves,US,20.0,32.899475,-96.91923,2021-02-20 00:00:00 UTC,Anatidae,3605621287,Anas,5.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2233178,HUMAN_OBSERVATION,Aves,US,24.0,40.21866,-74.518654,2021-01-24 00:00:00 UTC,Anatidae,3509981656,Anas,6.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4872261,HUMAN_OBSERVATION,Aves,US,26.0,36.887653,-76.272995,2021-02-26 00:00:00 UTC,Anatidae,3521235839,Anas,27.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5059424,HUMAN_OBSERVATION,Aves,US,11.0,34.16414,-118.04191,2021-01-11 00:00:00 UTC,Anatidae,3599107763,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6031619,HUMAN_OBSERVATION,Aves,US,6.0,32.656322,-117.07055,2021-02-06 00:00:00 UTC,Anatidae,3630248788,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4045100,HUMAN_OBSERVATION,Aves,NL,26.0,51.75,4.65,2023-01-26 00:00:00 UTC,Anatidae,4057212388,Anas,1.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2023
1564189,HUMAN_OBSERVATION,Aves,RU,3.0,55.578708,37.560883,2021-10-03 00:00:00 UTC,Anatidae,3380964323,Anas,1.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8195454,HUMAN_OBSERVATION,Aves,US,25.0,40.056026,-76.34984,2021-03-25 00:00:00 UTC,Anatidae,3539649870,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1259366,HUMAN_OBSERVATION,Aves,US,2.0,40.18871,-77.39018,2021-01-02 00:00:00 UTC,Anatidae,3600594958,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3234075,HUMAN_OBSERVATION,Aves,US,25.0,41.575516,-70.61325,2021-05-25 00:00:00 UTC,Anatidae,3525635216,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5227687,HUMAN_OBSERVATION,Aves,US,20.0,39.90174,-104.876785,2021-01-20 00:00:00 UTC,Anatidae,3554481307,Anas,6.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7773589,HUMAN_OBSERVATION,Aves,US,10.0,33.73667,-118.00847,2021-01-10 00:00:00 UTC,Anatidae,3627310529,Anas,20.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7512987,HUMAN_OBSERVATION,Aves,IT,21.0,40.06673,15.509884,2021-10-21 00:00:00 UTC,Anatidae,3658694455,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8717442,HUMAN_OBSERVATION,Aves,NO,1.0,59.116787,11.367371,2023-02-01 00:00:00 UTC,Anatidae,4023550421,Anas,7.0,COORDINATE_ROUNDED,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2023
248179,HUMAN_OBSERVATION,Aves,US,28.0,42.21513,-122.71988,2021-03-28 00:00:00 UTC,Anatidae,3642935972,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5219419,HUMAN_OBSERVATION,Aves,US,3.0,42.0692,-83.1942,2021-09-03 00:00:00 UTC,Anatidae,3554231294,Anas,35.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8017268,HUMAN_OBSERVATION,Aves,NL,19.0,51.85,4.6,2021-01-19 00:00:00 UTC,Anatidae,3728935778,Anas,7.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
93632,HUMAN_OBSERVATION,Aves,US,21.0,37.617496,-93.75149,2021-02-21 00:00:00 UTC,Anatidae,3507561172,Anas,42.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
705921,HUMAN_OBSERVATION,Aves,US,12.0,40.002445,-75.045456,2021-12-12 00:00:00 UTC,Anatidae,3584275318,Anas,6.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8510929,HUMAN_OBSERVATION,Aves,US,9.0,30.306174,-87.669834,2022-03-09 12:32:28 UTC,Anatidae,3712634183,Anas,,COORDINATE_ROUNDED,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
7305988,HUMAN_OBSERVATION,Aves,US,15.0,40.630043,-74.298134,2021-05-15 00:00:00 UTC,Anatidae,3546961649,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1351681,HUMAN_OBSERVATION,Aves,US,9.0,44.07903,-69.14169,2021-07-09 00:00:00 UTC,Anatidae,3608408523,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2111825,HUMAN_OBSERVATION,Aves,US,24.0,45.043518,-93.17014,2021-09-24 00:00:00 UTC,Anatidae,3569411110,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5706371,HUMAN_OBSERVATION,Aves,US,26.0,42.21513,-122.71988,2021-03-26 00:00:00 UTC,Anatidae,3513152093,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8390322,HUMAN_OBSERVATION,Aves,US,1.0,48.285446,-121.53861,2021-03-01 00:00:00 UTC,Anatidae,3540675784,Anas,9.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8051687,HUMAN_OBSERVATION,Aves,ES,17.0,40.325172,-3.79672,2021-01-17 00:00:00 UTC,Anatidae,3616654804,Anas,,COORDINATE_ROUNDED,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2514900,HUMAN_OBSERVATION,Aves,NO,9.0,63.439392,10.47362,2022-08-09 00:00:00 UTC,Anatidae,3886484501,Anas,6.0,COORDINATE_ROUNDED,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
1462259,HUMAN_OBSERVATION,Aves,NL,27.0,53.15,6.4,2021-02-27 00:00:00 UTC,Anatidae,3730867642,Anas,24.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5066699,HUMAN_OBSERVATION,Aves,US,22.0,44.132957,-74.92108,2021-08-22 00:00:00 UTC,Anatidae,3685270205,Anas,7.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8501340,HUMAN_OBSERVATION,Aves,DK,22.0,55.87421,10.01978,2021-07-22 00:00:00 UTC,Anatidae,3387048403,Anas,6.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2291984,HUMAN_OBSERVATION,Aves,CA,11.0,44.923306,-75.294586,2021-05-11 00:00:00 UTC,Anatidae,3678319579,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
64417,HUMAN_OBSERVATION,Aves,DK,3.0,55.62438,12.34817,2023-03-03 00:00:00 UTC,Anatidae,4060608382,Anas,2.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2023
6353300,HUMAN_OBSERVATION,Aves,US,3.0,39.17029,-121.98225,2021-09-03 00:00:00 UTC,Anatidae,3572980857,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6069132,HUMAN_OBSERVATION,Aves,US,11.0,39.289673,-76.57986,2021-09-11 00:00:00 UTC,Anatidae,3669081951,Anas,10.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5249913,HUMAN_OBSERVATION,Aves,US,10.0,41.507587,-81.28428,2021-09-10 00:00:00 UTC,Anatidae,3647282156,Anas,3.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2886814,HUMAN_OBSERVATION,Aves,US,21.0,42.0569,-87.6711,2021-12-21 00:00:00 UTC,Anatidae,3581864535,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
496546,HUMAN_OBSERVATION,Aves,US,15.0,38.593502,-104.65486,2021-12-15 00:00:00 UTC,Anatidae,3613375436,Anas,13.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3841722,HUMAN_OBSERVATION,Aves,US,2.0,41.751488,-78.57458,2021-05-02 00:00:00 UTC,Anatidae,3525631374,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2573997,HUMAN_OBSERVATION,Aves,CA,9.0,43.845562,-78.970406,2021-11-09 00:00:00 UTC,Anatidae,3686388852,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2863507,HUMAN_OBSERVATION,Aves,US,19.0,43.216846,-88.31029,2021-11-19 00:00:00 UTC,Anatidae,3576133690,Anas,7.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3371624,HUMAN_OBSERVATION,Aves,US,11.0,38.157692,-121.44374,2021-11-11 00:00:00 UTC,Anatidae,3585803379,Anas,200.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1497780,HUMAN_OBSERVATION,Aves,CA,25.0,43.283142,-79.79138,2021-08-25 00:00:00 UTC,Anatidae,3691913398,Anas,25.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
726411,HUMAN_OBSERVATION,Aves,ES,17.0,39.327595,-0.395905,2021-04-17 00:00:00 UTC,Anatidae,3535175795,Anas,5.0,COORDINATE_ROUNDED,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
