,basisofrecord,class,countrycode,day,decimallatitude,decimallongitude,eventdate,family,gbifid,genus,individualcount,issue,kingdom,month,occurrencestatus,order,phylum,species,year
1173579,HUMAN_OBSERVATION,Aves,DK,18.0,55.56901,8.27246,2021-09-18 00:00:00 UTC,Anatidae,3435615719,Anas,8.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8840054,HUMAN_OBSERVATION,Aves,US,4.0,40.271667,-76.247734,2021-01-04 00:00:00 UTC,Anatidae,3504779802,Anas,,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8226292,HUMAN_OBSERVATION,Aves,US,8.0,32.78428,-97.12662,2021-06-08 00:00:00 UTC,Anatidae,3625676043,Anas,5.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,6.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2961885,HUMAN_OBSERVATION,Aves,NL,18.0,51.85,4.65,2021-12-18 00:00:00 UTC,Anatidae,3733306536,Anas,4.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
407103,HUMAN_OBSERVATION,Aves,CA,18.0,45.758648,-73.70345,2021-05-18 00:00:00 UTC,Anatidae,3520981475,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2594181,HUMAN_OBSERVATION,Aves,CZ,11.0,48.766122,16.24303,2021-06-11 16:24:00 UTC,Anatidae,3307204793,Anas,,COORDINATE_ROUNDED,Animalia,6.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7764339,HUMAN_OBSERVATION,Aves,NL,24.0,52.6,4.85,2022-01-24 00:00:00 UTC,Anatidae,3733216441,Anas,1.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
5890725,HUMAN_OBSERVATION,Aves,US,16.0,37.42675,-122.0224,2021-05-16 00:00:00 UTC,Anatidae,3540490052,Anas,100.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2758168,HUMAN_OBSERVATION,Aves,CA,20.0,45.902763,-64.36748,2021-03-20 00:00:00 UTC,Anatidae,3594151599,Anas,65.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4417419,HUMAN_OBSERVATION,Aves,US,22.0,47.304417,-122.5096,2021-04-22 00:00:00 UTC,Anatidae,3564277188,Anas,5.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
314208,HUMAN_OBSERVATION,Aves,US,15.0,47.212,-122.331345,2021-02-15 00:00:00 UTC,Anatidae,3596754102,Anas,7.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8221459,HUMAN_OBSERVATION,Aves,US,7.0,35.206005,-111.65459,2021-08-07 00:00:00 UTC,Anatidae,3576876286,Anas,10.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6951575,HUMAN_OBSERVATION,Aves,CA,16.0,45.389206,-75.67787,2021-12-16 00:00:00 UTC,Anatidae,3573120471,Anas,300.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4253792,HUMAN_OBSERVATION,Aves,US,21.0,33.806976,-78.7113,2021-01-21 00:00:00 UTC,Anatidae,3518846282,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1973808,MACHINE_OBSERVATION,Aves,NL,5.0,52.866,5.628,2022-05-05 11:13:35 UTC,Anatidae,3898710013,Anas,2.0,COUNTRY_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
8027239,MACHINE_OBSERVATION,Aves,BE,21.0,50.713,4.022,2021-02-21 20:08:11 UTC,Anatidae,3331109159,Anas,2.0,COUNTRY_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3332210,HUMAN_OBSERVATION,Aves,GB,1.0,51.176136,-0.046885,2021-05-01 00:00:00 UTC,Anatidae,3542812020,Anas,,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2786465,HUMAN_OBSERVATION,Aves,DK,12.0,55.77966,12.33486,2023-03-12 00:00:00 UTC,Anatidae,4066220450,Anas,10.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2023
2932604,HUMAN_OBSERVATION,Aves,US,31.0,38.63166,-78.75575,2021-08-31 00:00:00 UTC,Anatidae,3659297053,Anas,60.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4628801,HUMAN_OBSERVATION,Aves,US,10.0,41.828346,-71.34693,2021-05-10 00:00:00 UTC,Anatidae,3523979390,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2251521,HUMAN_OBSERVATION,Aves,US,6.0,41.264565,-72.93124,2021-02-06 00:00:00 UTC,Anatidae,3589863619,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2107381,HUMAN_OBSERVATION,Aves,GB,6.0,54.528206,-1.893688,2021-07-06 00:00:00 UTC,Anatidae,3562842489,Anas,4.0,COORDINATE_ROUNDED,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4743513,HUMAN_OBSERVATION,Aves,US,29.0,41.304554,-73.73999,2021-04-29 00:00:00 UTC,Anatidae,3678995954,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3193661,HUMAN_OBSERVATION,Aves,CA,3.0,48.36591,-70.877754,2021-04-03 00:00:00 UTC,Anatidae,3513210645,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
442126,HUMAN_OBSERVATION,Aves,US,10.0,38.447876,-76.14327,2021-03-10 00:00:00 UTC,Anatidae,3680522658,Anas,32.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8438843,HUMAN_OBSERVATION,Aves,US,24.0,39.94305,-83.002064,2022-04-24 13:46:00 UTC,Anatidae,3773038834,Anas,,COORDINATE_ROUNDED,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
5106358,HUMAN_OBSERVATION,Aves,PT,22.0,38.660815,-9.079072,2022-05-22 11:01:00 UTC,Anatidae,3859530446,Anas,,COORDINATE_ROUNDED,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
6719487,HUMAN_OBSERVATION,Aves,PT,25.0,41.136738,-8.662477,2021-03-25 00:00:00 UTC,Anatidae,3590056160,Anas,6.0,COORDINATE_ROUNDED,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6380075,HUMAN_OBSERVATION,Aves,NL,16.0,51.65,3.9,2022-02-16 00:00:00 UTC,Anatidae,3823050001,Anas,18.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
4175836,HUMAN_OBSERVATION,Aves,CA,24.0,62.449112,-114.510506,2021-08-24 00:00:00 UTC,Anatidae,3691343609,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8526390,HUMAN_OBSERVATION,Aves,US,13.0,41.063364,-85.132094,2022-07-13 13:05:00 UTC,Anatidae,3873477552,Anas,,COORDINATE_ROUNDED,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
6255268,HUMAN_OBSERVATION,Aves,US,21.0,40.388233,-88.8819,2021-03-21 00:00:00 UTC,Anatidae,3511503188,Anas,13.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
982830,HUMAN_OBSERVATION,Aves,US,29.0,42.622753,-83.20068,2021-04-29 00:00:00 UTC,Anatidae,3616933572,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4299710,HUMAN_OBSERVATION,Aves,CA,8.0,49.171436,-123.99151,2021-03-08 00:00:00 UTC,Anatidae,3594630527,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1672577,HUMAN_OBSERVATION,Aves,GB,6.0,51.37824,-0.44002,2021-04-06 00:00:00 UTC,Anatidae,3649749781,Anas,14.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4874230,HUMAN_OBSERVATION,Aves,US,16.0,40.7833,-74.102516,2021-09-16 00:00:00 UTC,Anatidae,3660885957,Anas,3.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2914213,HUMAN_OBSERVATION,Aves,CA,22.0,49.130398,-123.24154,2021-09-22 00:00:00 UTC,Anatidae,3681766018,Anas,90.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6186812,HUMAN_OBSERVATION,Aves,NL,1.0,51.5,3.75,2022-11-01 00:00:00 UTC,Anatidae,3997668521,Anas,1.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
37882,HUMAN_OBSERVATION,Aves,RU,24.0,60.032833,30.320133,2021-05-24 00:00:00 UTC,Anatidae,3615283137,Anas,,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6954687,HUMAN_OBSERVATION,Aves,CA,6.0,42.323238,-83.028537,2022-08-06 12:23:00 UTC,Anatidae,3902433145,Anas,,COORDINATE_ROUNDED,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
1262981,HUMAN_OBSERVATION,Aves,US,22.0,41.491108,-81.934074,2021-08-22 00:00:00 UTC,Anatidae,3575214761,Anas,24.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6372646,HUMAN_OBSERVATION,Aves,US,12.0,40.150723,-83.028564,2021-03-12 00:00:00 UTC,Anatidae,3609068839,Anas,30.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
86765,HUMAN_OBSERVATION,Aves,CA,8.0,50.891106,-113.698326,2021-06-08 00:00:00 UTC,Anatidae,3608837049,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,6.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2710339,HUMAN_OBSERVATION,Aves,US,1.0,37.807175,-122.42473,2021-06-01 00:00:00 UTC,Anatidae,3536094638,Anas,5.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,6.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4521160,MACHINE_OBSERVATION,Aves,BE,16.0,51.184,5.658,2022-02-16 18:03:19 UTC,Anatidae,3923989381,Anas,1.0,COUNTRY_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
1471568,HUMAN_OBSERVATION,Aves,US,30.0,39.714714,-84.183426,2021-04-30 00:00:00 UTC,Anatidae,3641410576,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7215724,HUMAN_OBSERVATION,Aves,NO,28.0,63.732348,9.629688,2021-02-28 00:00:00 UTC,Anatidae,3045381393,Anas,5.0,COORDINATE_ROUNDED,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2200227,HUMAN_OBSERVATION,Aves,US,5.0,43.275703,-89.403,2021-08-05 00:00:00 UTC,Anatidae,3633641723,Anas,71.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3522602,HUMAN_OBSERVATION,Aves,US,8.0,48.942097,-122.3531,2021-04-08 00:00:00 UTC,Anatidae,3593177099,Anas,15.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
798987,HUMAN_OBSERVATION,Aves,US,13.0,45.564453,-122.39859,2021-03-13 00:00:00 UTC,Anatidae,3590854460,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7785333,HUMAN_OBSERVATION,Aves,US,27.0,30.246172,-97.70498,2021-12-27 00:00:00 UTC,Anatidae,3550196969,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1123499,HUMAN_OBSERVATION,Aves,CZ,27.0,49.741665,16.961378,2021-09-27 00:00:00 UTC,Anatidae,3651482966,Anas,3.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
364727,HUMAN_OBSERVATION,Aves,US,18.0,38.87464,-90.15274,2021-02-18 00:00:00 UTC,Anatidae,3509306575,Anas,75.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2891723,HUMAN_OBSERVATION,Aves,US,6.0,41.7916,-87.6115,2021-05-06 00:00:00 UTC,Anatidae,3591851716,Anas,14.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6318490,HUMAN_OBSERVATION,Aves,US,11.0,40.719162,-74.52567,2021-12-11 00:00:00 UTC,Anatidae,3549011849,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7593281,MACHINE_OBSERVATION,Aves,BE,23.0,51.287,3.659,2022-02-23 02:49:16 UTC,Anatidae,3898693968,Anas,2.0,COUNTRY_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
2686148,HUMAN_OBSERVATION,Aves,US,31.0,40.65231,-73.990425,2021-03-31 00:00:00 UTC,Anatidae,3544406826,Anas,16.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1951754,HUMAN_OBSERVATION,Aves,DE,8.0,49.13337,10.872259,2021-01-08 00:00:00 UTC,Anatidae,3587402518,Anas,80.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
368802,HUMAN_OBSERVATION,Aves,EE,26.0,58.02094,26.44403,2022-07-26 07:50:00 UTC,Anatidae,4038435267,Anas,4.0,GEODETIC_DATUM_ASSUMED_WGS84,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
5201290,HUMAN_OBSERVATION,Aves,NL,2.0,52.495064,5.411628,2021-03-02 00:00:00 UTC,Anatidae,3535485895,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2654849,HUMAN_OBSERVATION,Aves,US,18.0,38.53664,-121.589257,2022-03-18 10:49:00 UTC,Anatidae,3860684414,Anas,,COORDINATE_ROUNDED,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
3957774,HUMAN_OBSERVATION,Aves,PT,25.0,39.745316,-8.804404,2022-11-25 11:37:00 UTC,Anatidae,3985793991,Anas,,COORDINATE_ROUNDED,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
212388,HUMAN_OBSERVATION,Aves,CA,18.0,45.273438,-75.90249,2021-03-18 00:00:00 UTC,Anatidae,3513825940,Anas,103.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1467451,HUMAN_OBSERVATION,Aves,CA,12.0,44.96674,-75.023575,2021-11-12 00:00:00 UTC,Anatidae,3552860309,Anas,12.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1644708,HUMAN_OBSERVATION,Aves,FI,16.0,59.81337,22.831959,2021-07-16 00:00:00 UTC,Anatidae,3648124346,Anas,30.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5450151,HUMAN_OBSERVATION,Aves,SI,27.0,45.54945,13.758547,2021-10-27 00:00:00 UTC,Anatidae,3629478361,Anas,10.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7301633,HUMAN_OBSERVATION,Aves,US,27.0,39.987827,-83.078186,2021-03-27 00:00:00 UTC,Anatidae,3605671830,Anas,12.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7739527,HUMAN_OBSERVATION,Aves,US,18.0,40.938416,-72.21298,2021-01-18 00:00:00 UTC,Anatidae,3600012231,Anas,80.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6710206,HUMAN_OBSERVATION,Aves,NL,6.0,52.6,4.85,2021-02-06 00:00:00 UTC,Anatidae,3718924308,Anas,1.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2811511,HUMAN_OBSERVATION,Aves,US,24.0,42.429413,-71.18918,2021-10-24 00:00:00 UTC,Anatidae,3583242769,Anas,40.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2433629,HUMAN_OBSERVATION,Aves,CA,24.0,46.89699,-71.178055,2021-05-24 00:00:00 UTC,Anatidae,3687810423,Anas,3.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3986098,HUMAN_OBSERVATION,Aves,GB,23.0,52.90106,-1.233602,2021-01-23 00:00:00 UTC,Anatidae,3588340431,Anas,10.0,COORDINATE_ROUNDED,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1893683,HUMAN_OBSERVATION,Aves,US,30.0,48.560673,-123.06816,2021-05-30 00:00:00 UTC,Anatidae,3599981856,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8027271,MACHINE_OBSERVATION,Aves,NL,10.0,53.407,6.157,2022-01-10 09:07:37 UTC,Anatidae,3898851491,Anas,1.0,COUNTRY_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
1183863,HUMAN_OBSERVATION,Aves,US,20.0,43.316605,-72.06393,2021-06-20 00:00:00 UTC,Anatidae,3681846191,Anas,15.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,6.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5011560,HUMAN_OBSERVATION,Aves,TR,25.0,39.756477,32.792805,2021-01-25 00:00:00 UTC,Anatidae,3669784917,Anas,,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8063551,HUMAN_OBSERVATION,Aves,CA,6.0,52.97005,-122.48454,2021-04-06 00:00:00 UTC,Anatidae,3590829713,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7243671,HUMAN_OBSERVATION,Aves,US,13.0,40.861495,-124.093554,2021-04-13 08:42:00 UTC,Anatidae,3096997604,Anas,,COORDINATE_ROUNDED,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5094302,HUMAN_OBSERVATION,Aves,IE,26.0,53.057877,-6.040657,2021-09-26 00:00:00 UTC,Anatidae,3666959699,Anas,1.0,COORDINATE_ROUNDED,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7861454,HUMAN_OBSERVATION,Aves,US,24.0,37.99603,-78.3938,2021-04-24 00:00:00 UTC,Anatidae,3667217286,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2032922,HUMAN_OBSERVATION,Aves,US,3.0,41.263638,-72.5566,2021-04-03 00:00:00 UTC,Anatidae,3669045848,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8444368,HUMAN_OBSERVATION,Aves,US,28.0,48.257942,-114.39053,2021-05-28 00:00:00 UTC,Anatidae,3675029397,Anas,7.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6454714,HUMAN_OBSERVATION,Aves,US,29.0,38.93593,-74.94345,2021-08-29 00:00:00 UTC,Anatidae,3582366246,Anas,29.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6377364,HUMAN_OBSERVATION,Aves,CA,7.0,45.510056,-73.878654,2021-10-07 00:00:00 UTC,Anatidae,3628423733,Anas,13.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7227735,HUMAN_OBSERVATION,Aves,US,30.0,40.924797,-102.6614,2021-11-30 00:00:00 UTC,Anatidae,3686579349,Anas,900.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6722933,HUMAN_OBSERVATION,Aves,PT,5.0,38.783314,-9.092027,2021-08-05 00:00:00 UTC,Anatidae,3550929849,Anas,,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7042678,HUMAN_OBSERVATION,Aves,US,28.0,33.981018,-118.08245,2021-03-28 00:00:00 UTC,Anatidae,3531205950,Anas,15.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5382892,HUMAN_OBSERVATION,Aves,US,29.0,44.915367,-93.21041,2021-07-29 00:00:00 UTC,Anatidae,3657054616,Anas,7.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6153739,HUMAN_OBSERVATION,Aves,US,27.0,42.396683,-71.08105,2021-12-27 00:00:00 UTC,Anatidae,3669238958,Anas,,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4183502,HUMAN_OBSERVATION,Aves,US,5.0,38.94326,-119.98855,2021-08-05 00:00:00 UTC,Anatidae,3540640324,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1053255,HUMAN_OBSERVATION,Aves,US,16.0,39.89654,-75.12894,2021-11-16 00:00:00 UTC,Anatidae,3607423851,Anas,5.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6457832,HUMAN_OBSERVATION,Aves,CA,10.0,50.01659,-96.88348,2021-04-10 00:00:00 UTC,Anatidae,3524690244,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5666412,HUMAN_OBSERVATION,Aves,US,16.0,42.355007,-71.11368,2021-01-16 00:00:00 UTC,Anatidae,3676413885,Anas,35.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8896732,HUMAN_OBSERVATION,Aves,NL,2.0,52.75,5.1,2022-07-02 00:00:00 UTC,Anatidae,3905334283,Anas,1.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
5339306,HUMAN_OBSERVATION,Aves,CA,12.0,48.35,-64.68333,2021-04-12 00:00:00 UTC,Anatidae,3603968326,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7756997,HUMAN_OBSERVATION,Aves,NO,16.0,63.730845,9.617202,2023-03-16 00:00:00 UTC,Anatidae,4059582339,Anas,65.0,COORDINATE_ROUNDED,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2023
8573054,HUMAN_OBSERVATION,Aves,US,17.0,40.374954,-105.49992,2021-04-17 00:00:00 UTC,Anatidae,3515796901,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1637747,HUMAN_OBSERVATION,Aves,US,30.0,43.155148,-86.20007,2021-06-30 00:00:00 UTC,Anatidae,3645970603,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,6.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6543196,HUMAN_OBSERVATION,Aves,IL,23.0,32.5493,34.9087,2021-03-23 00:00:00 UTC,Anatidae,3523762443,Anas,50.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
